pk,created_at,sentiment_noneu,sentiments_labels,bert_sentiment_labels,vader_sentiment_labels,distilbert_sentiment_labels,flair_sentiment_labels,roberta_sentiment_labels,sentistrength_sentiment_labels
1322,18/09/2020 12:33,NEG,NEG,NEG,NEG,NEG,POS,NEG,NEG
1323,18/09/2020 17:11,NEG,NEG,NEG,NEG,NEG,NEG,NEG,POS
1324,18/09/2020 17:37,NEG,NEG,NEG,NEG,POS,NEG,NEG,NEG
1325,18/09/2020 17:45,NEG,NEG,NEG,POS,NEG,POS,NEG,NEG
1326,18/09/2020 22:17,NEG,NEG,NEU,NEU,NEG,POS,POS,NEU
1327,19/09/2020 08:37,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
1328,19/09/2020 15:26,NEG,NEG,NEU,NEU,POS,POS,POS,NEU
1329,19/09/2020 15:57,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
1330,20/09/2020 10:46,NEG,NEG,NEU,NEU,NEG,POS,NEG,NEU
1331,20/09/2020 23:08,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEG
1332,21/09/2020 07:28,POS,NEU,NEG,NEU,POS,NEG,NEG,NEU
1333,21/09/2020 07:55,POS,POS,POS,POS,POS,POS,POS,POS
1334,21/09/2020 12:20,NEG,NEG,POS,POS,NEG,POS,POS,POS
1335,21/09/2020 20:16,NEG,NEG,NEU,NEU,NEG,POS,POS,NEU
1336,22/09/2020 10:29,NEG,NEG,POS,POS,POS,POS,POS,POS
1337,22/09/2020 19:38,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1338,22/09/2020 20:07,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1339,22/09/2020 22:07,POS,POS,POS,POS,POS,POS,POS,POS
1340,22/09/2020 22:53,POS,POS,POS,NEU,NEG,POS,POS,NEG
1341,23/09/2020 06:06,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1342,23/09/2020 14:34,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
1343,23/09/2020 18:14,POS,POS,NEU,NEU,NEG,POS,POS,NEU
1344,23/09/2020 19:38,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1345,24/09/2020 17:19,POS,POS,NEU,NEU,NEG,POS,NEG,NEU
1346,25/09/2020 06:49,POS,POS,POS,NEU,POS,POS,POS,NEU
1347,25/09/2020 06:52,POS,POS,POS,POS,NEG,NEG,NEG,NEU
1348,25/09/2020 16:52,POS,POS,POS,POS,POS,NEG,POS,POS
1349,25/09/2020 16:58,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1350,25/09/2020 17:24,NEG,NEG,NEU,POS,NEG,NEG,NEG,POS
1351,26/09/2020 08:28,POS,NEU,NEU,NEG,NEG,NEG,POS,NEG
1352,26/09/2020 15:32,POS,POS,POS,NEU,NEG,NEG,NEG,NEU
1353,26/09/2020 18:38,NEG,NEG,NEU,NEU,NEG,POS,POS,NEU
1354,26/09/2020 20:45,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
1355,26/09/2020 23:03,NEG,NEG,POS,NEU,POS,POS,NEG,POS
1356,27/09/2020 12:19,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1357,27/09/2020 15:19,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEG
1358,27/09/2020 16:04,POS,POS,NEU,NEU,NEG,NEG,POS,NEU
1359,27/09/2020 22:09,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1360,28/09/2020 06:47,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1361,28/09/2020 08:40,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1362,28/09/2020 20:51,POS,POS,POS,POS,POS,POS,POS,POS
1363,29/09/2020 05:51,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1364,30/09/2020 01:25,POS,POS,NEU,NEG,NEG,NEG,POS,NEG
1365,30/09/2020 09:44,POS,POS,POS,POS,POS,POS,POS,POS
1366,30/09/2020 22:40,NEG,NEG,NEU,NEU,POS,POS,NEG,NEG
1367,01/10/2020 11:52,NEG,NEU,NEU,POS,NEG,POS,NEG,POS
1368,01/10/2020 17:42,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1369,01/10/2020 17:46,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1370,02/10/2020 06:19,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1371,02/10/2020 08:33,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1372,02/10/2020 11:01,NEG,NEU,NEU,POS,NEG,NEG,NEG,POS
1373,02/10/2020 13:00,NEG,NEG,NEG,NEU,NEG,POS,NEG,NEG
1374,02/10/2020 19:49,POS,POS,POS,POS,POS,POS,POS,POS
1375,03/10/2020 16:00,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1376,03/10/2020 17:28,NEG,NEG,NEG,NEU,NEG,POS,NEG,POS
1377,03/10/2020 18:15,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEG
1378,04/10/2020 03:53,POS,POS,POS,NEG,POS,POS,POS,NEG
1379,04/10/2020 06:48,NEG,NEG,NEG,NEG,POS,NEG,NEG,NEG
1380,04/10/2020 17:28,NEG,NEG,POS,POS,POS,POS,POS,POS
1381,04/10/2020 19:48,POS,POS,POS,POS,POS,POS,POS,POS
1382,05/10/2020 15:50,POS,POS,NEG,NEU,NEG,NEG,NEG,NEU
1383,06/10/2020 10:29,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1384,06/10/2020 20:44,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1385,07/10/2020 07:27,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEG
1386,07/10/2020 07:37,NEG,NEG,NEG,NEG,NEG,POS,NEG,NEG
1387,07/10/2020 08:10,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1388,07/10/2020 15:07,NEG,NEG,NEG,NEU,NEG,POS,NEG,POS
1389,07/10/2020 15:16,POS,POS,NEU,NEU,NEG,NEG,NEG,NEU
1390,07/10/2020 17:08,NEG,NEG,NEU,POS,NEG,NEG,NEG,POS
1391,07/10/2020 18:04,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1392,07/10/2020 19:43,NEG,NEG,NEU,NEG,NEG,NEG,NEG,NEG
1393,08/10/2020 08:09,POS,POS,POS,POS,POS,POS,POS,POS
1394,08/10/2020 10:51,POS,POS,POS,POS,POS,POS,POS,POS
1395,09/10/2020 07:41,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEG
1396,09/10/2020 10:39,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEG
1397,09/10/2020 12:59,NEG,NEU,NEU,POS,NEG,NEG,POS,NEG
1398,09/10/2020 13:08,POS,POS,NEU,NEU,NEG,POS,POS,NEU
1399,09/10/2020 14:07,POS,POS,POS,POS,POS,POS,POS,POS
1400,09/10/2020 15:29,NEG,NEG,NEU,NEG,NEG,NEG,NEG,NEG
1401,10/10/2020 10:02,POS,POS,NEU,POS,POS,POS,POS,NEG
1402,10/10/2020 15:46,POS,POS,POS,POS,POS,POS,POS,POS
1403,11/10/2020 08:50,NEG,NEG,NEG,NEG,NEG,POS,NEG,NEG
1404,11/10/2020 14:56,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
1405,12/10/2020 00:12,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
1406,12/10/2020 10:37,POS,POS,POS,POS,POS,POS,POS,POS
1407,12/10/2020 20:04,NEG,NEG,NEG,NEG,NEG,POS,NEG,NEG
1408,12/10/2020 21:35,POS,POS,POS,POS,POS,POS,NEG,POS
1409,13/10/2020 08:11,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1410,13/10/2020 09:30,POS,POS,NEG,NEU,POS,POS,POS,NEU
1411,13/10/2020 16:28,NEG,NEU,NEU,NEU,NEG,POS,NEG,NEG
1412,13/10/2020 17:35,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1413,13/10/2020 19:02,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEU
1414,14/10/2020 05:58,NEG,NEU,NEU,NEU,NEG,NEG,NEG,NEU
1415,14/10/2020 09:40,NEG,NEG,NEU,NEU,POS,POS,POS,NEU
1416,14/10/2020 23:17,POS,POS,POS,NEU,POS,POS,POS,NEU
1417,15/10/2020 09:48,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1418,15/10/2020 11:43,NEG,NEG,NEU,POS,NEG,POS,NEG,NEG
1419,15/10/2020 15:14,POS,POS,POS,POS,POS,POS,POS,POS
1420,15/10/2020 15:57,POS,POS,POS,NEG,POS,POS,POS,NEG
1421,15/10/2020 18:30,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1422,15/10/2020 20:04,NEG,NEG,NEU,NEU,NEG,POS,POS,NEU
1423,16/10/2020 05:27,POS,POS,NEU,NEG,NEG,NEG,POS,NEG
1424,16/10/2020 17:50,NEG,NEG,NEU,POS,POS,POS,NEG,NEU
1425,16/10/2020 22:40,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1426,17/10/2020 19:47,POS,POS,POS,POS,POS,POS,POS,NEU
1427,18/10/2020 19:56,NEG,NEG,NEG,NEG,POS,NEG,NEG,NEG
1428,19/10/2020 07:16,NEG,NEG,NEU,NEU,NEG,POS,NEG,NEU
1429,19/10/2020 18:30,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1430,20/10/2020 08:04,POS,POS,NEU,NEU,NEG,POS,POS,NEG
1431,20/10/2020 08:48,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1432,20/10/2020 09:41,POS,NEU,NEU,NEU,NEG,POS,POS,NEU
1433,20/10/2020 19:01,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1434,21/10/2020 08:56,NEG,NEU,NEU,NEG,NEG,NEG,NEG,NEG
1435,21/10/2020 20:05,NEG,NEG,NEU,NEU,NEG,POS,POS,NEU
1436,21/10/2020 21:18,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1437,22/10/2020 06:57,POS,POS,POS,POS,POS,POS,POS,NEU
1438,22/10/2020 11:30,NEG,NEG,NEG,NEG,NEG,POS,NEG,NEG
1439,22/10/2020 15:49,NEG,NEG,POS,NEU,POS,POS,POS,POS
1440,23/10/2020 12:28,NEG,NEG,NEU,NEG,NEG,POS,POS,NEU
1441,23/10/2020 15:38,POS,POS,POS,POS,NEG,POS,POS,POS
1442,23/10/2020 18:35,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1443,24/10/2020 18:29,NEG,NEG,NEG,POS,NEG,POS,NEG,NEG
1444,25/10/2020 00:42,POS,POS,NEU,NEG,NEG,NEG,POS,NEG
1445,25/10/2020 09:16,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1446,25/10/2020 16:02,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1447,25/10/2020 21:58,NEG,NEG,NEU,NEG,POS,POS,POS,NEG
1448,25/10/2020 23:17,POS,POS,POS,NEU,NEG,NEG,POS,POS
1449,26/10/2020 07:30,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1450,26/10/2020 20:51,POS,POS,POS,NEU,POS,POS,POS,POS
1451,27/10/2020 08:00,POS,POS,POS,POS,POS,POS,POS,POS
1452,27/10/2020 09:28,POS,POS,NEU,NEU,NEG,NEG,POS,POS
1453,27/10/2020 10:54,NEG,NEG,NEU,POS,NEG,POS,NEG,POS
1454,27/10/2020 20:48,POS,POS,NEU,POS,POS,POS,POS,NEU
1455,27/10/2020 20:54,NEG,NEG,NEG,NEG,NEG,NEG,NEG,POS
1456,28/10/2020 09:26,POS,POS,NEU,POS,POS,POS,POS,NEU
1457,28/10/2020 11:37,POS,POS,NEU,POS,POS,POS,POS,NEU
1458,28/10/2020 17:09,POS,POS,POS,POS,NEG,POS,NEG,POS
1459,30/10/2020 16:44,NEG,NEG,POS,NEG,POS,POS,POS,NEG
1460,31/10/2020 11:21,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1461,31/10/2020 11:26,NEG,NEU,NEU,NEU,NEG,POS,NEG,NEU
1462,31/10/2020 17:09,NEG,NEG,NEU,NEG,NEG,NEG,NEG,NEG
1463,31/10/2020 18:54,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEG
1464,31/10/2020 23:31,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
1465,01/11/2020 08:23,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1466,01/11/2020 09:24,NEG,NEG,POS,POS,POS,POS,POS,POS
1467,01/11/2020 13:34,POS,NEU,NEU,NEG,NEG,NEG,NEG,NEU
1468,02/11/2020 06:46,POS,POS,POS,POS,POS,POS,POS,POS
1469,02/11/2020 10:56,NEG,NEU,NEU,POS,POS,POS,POS,POS
1470,02/11/2020 12:43,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1471,02/11/2020 16:03,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEG
1472,02/11/2020 20:03,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1473,02/11/2020 23:09,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEU
1474,03/11/2020 01:08,NEG,NEG,NEU,POS,NEG,POS,NEG,POS
1475,03/11/2020 11:26,NEG,NEG,NEG,POS,POS,POS,NEG,NEU
1476,03/11/2020 18:20,POS,POS,NEU,POS,POS,NEG,POS,POS
1477,03/11/2020 21:09,POS,POS,POS,POS,POS,POS,POS,NEU
1478,03/11/2020 21:24,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
1479,03/11/2020 21:38,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1480,04/11/2020 14:13,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
1481,04/11/2020 20:35,POS,POS,POS,POS,POS,POS,POS,POS
1482,05/11/2020 12:51,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1483,05/11/2020 19:59,POS,POS,POS,NEU,POS,POS,POS,POS
1484,05/11/2020 20:22,NEG,NEU,NEU,NEG,NEG,POS,POS,NEG
1485,06/11/2020 13:40,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
1486,06/11/2020 18:42,NEG,NEG,POS,POS,NEG,POS,POS,POS
1487,06/11/2020 19:30,NEG,NEU,NEU,NEU,NEG,NEG,NEG,NEU
1488,07/11/2020 14:02,POS,POS,POS,POS,POS,POS,POS,POS
1489,07/11/2020 23:16,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1490,09/11/2020 09:03,NEG,NEG,NEU,NEG,NEG,NEG,NEG,POS
1491,09/11/2020 13:07,POS,POS,NEU,NEU,NEG,NEG,NEG,NEU
1492,09/11/2020 17:51,NEG,NEG,NEU,NEG,NEG,NEG,NEG,POS
1493,09/11/2020 23:45,NEG,NEG,NEU,POS,NEG,POS,NEG,NEU
1494,10/11/2020 07:55,POS,POS,POS,POS,POS,POS,POS,POS
1495,10/11/2020 13:37,POS,POS,NEU,POS,NEG,NEG,NEG,POS
1496,11/11/2020 09:03,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1497,11/11/2020 22:49,NEG,NEG,NEG,POS,POS,POS,POS,NEG
1498,12/11/2020 03:04,NEG,NEU,NEU,NEU,NEG,NEG,NEG,NEU
1499,12/11/2020 11:41,NEG,NEG,NEG,POS,POS,POS,NEG,NEG
1500,12/11/2020 13:50,POS,POS,NEG,POS,NEG,NEG,NEG,NEU
1501,12/11/2020 20:45,POS,POS,NEU,NEU,NEG,POS,POS,NEU
1502,12/11/2020 22:37,POS,POS,POS,NEU,POS,NEG,POS,POS
1503,12/11/2020 23:33,POS,POS,NEU,NEU,NEG,POS,POS,NEU
1504,13/11/2020 05:55,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEG
1505,13/11/2020 22:40,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
1506,14/11/2020 00:26,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1507,14/11/2020 06:51,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
1508,14/11/2020 17:31,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1509,16/11/2020 06:45,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1510,16/11/2020 13:15,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
1511,17/11/2020 10:00,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
1512,17/11/2020 15:12,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1513,17/11/2020 16:44,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1514,18/11/2020 01:27,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1515,18/11/2020 09:20,NEG,NEG,NEG,POS,NEG,POS,POS,NEG
1516,18/11/2020 16:28,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1517,18/11/2020 17:23,NEG,NEG,NEU,POS,NEG,NEG,POS,POS
1518,18/11/2020 22:21,POS,POS,POS,POS,NEG,POS,POS,POS
1519,19/11/2020 08:18,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
1520,19/11/2020 15:22,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1521,19/11/2020 15:40,NEG,NEG,POS,POS,NEG,NEG,POS,POS
1522,19/11/2020 16:59,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1523,19/11/2020 19:11,NEG,NEU,NEG,NEU,POS,POS,NEG,NEU
1524,19/11/2020 23:30,POS,POS,POS,POS,POS,POS,POS,POS
1525,20/11/2020 11:54,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1526,20/11/2020 15:42,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1527,20/11/2020 16:51,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1528,20/11/2020 18:58,POS,POS,POS,POS,POS,POS,POS,NEG
1529,20/11/2020 19:55,POS,POS,POS,POS,POS,POS,POS,POS
1530,20/11/2020 22:04,POS,NEU,NEU,NEU,NEG,POS,POS,NEU
1531,21/11/2020 16:41,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1532,21/11/2020 16:51,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1533,21/11/2020 19:47,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1534,21/11/2020 20:58,POS,POS,NEU,NEG,NEG,POS,POS,NEU
1535,21/11/2020 22:53,POS,POS,NEU,POS,POS,POS,POS,POS
1536,22/11/2020 18:49,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1537,22/11/2020 20:19,POS,POS,POS,POS,POS,POS,POS,POS
1538,23/11/2020 11:07,NEG,NEG,NEG,NEG,NEG,POS,NEG,NEG
1539,23/11/2020 12:24,NEG,NEG,NEU,NEG,NEG,NEG,NEG,NEG
1540,23/11/2020 13:09,POS,NEU,NEU,NEU,NEG,POS,NEG,NEU
1541,23/11/2020 14:28,POS,POS,NEU,NEU,NEG,POS,POS,NEU
1542,23/11/2020 17:53,NEG,NEG,NEG,NEG,NEG,POS,NEG,NEU
1543,23/11/2020 19:06,NEG,NEG,NEG,POS,NEG,NEG,NEG,POS
1544,23/11/2020 19:14,POS,POS,POS,NEU,POS,POS,POS,NEU
1545,23/11/2020 21:30,POS,POS,POS,NEU,NEG,POS,NEG,NEU
1546,24/11/2020 08:54,POS,NEU,NEU,POS,POS,NEG,POS,NEU
1547,25/11/2020 11:26,POS,POS,POS,POS,POS,POS,POS,NEG
1548,25/11/2020 22:36,POS,POS,POS,POS,POS,POS,POS,POS
1549,26/11/2020 05:00,POS,POS,POS,POS,POS,POS,POS,POS
1550,26/11/2020 10:35,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1551,26/11/2020 19:46,NEG,NEU,NEU,POS,NEG,NEG,NEG,NEG
1552,26/11/2020 21:02,NEG,NEG,NEG,POS,NEG,POS,NEG,NEU
1553,26/11/2020 23:03,POS,POS,NEU,NEU,NEG,POS,NEG,NEU
1554,27/11/2020 19:51,NEG,NEG,POS,NEU,NEG,POS,POS,NEU
1555,28/11/2020 08:11,POS,POS,POS,POS,POS,POS,POS,POS
1556,28/11/2020 12:22,NEG,NEG,NEU,NEG,NEG,NEG,POS,NEU
1557,28/11/2020 15:52,POS,POS,POS,POS,POS,POS,POS,POS
1558,28/11/2020 22:35,POS,NEU,NEU,NEU,NEG,NEG,NEG,NEU
1559,28/11/2020 23:44,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1560,29/11/2020 15:55,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1561,30/11/2020 15:35,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1562,01/12/2020 08:10,POS,NEU,POS,NEG,NEG,POS,POS,POS
1563,01/12/2020 13:59,POS,POS,POS,POS,POS,POS,POS,POS
1564,01/12/2020 17:42,NEG,NEG,NEG,POS,POS,NEG,POS,NEU
1565,01/12/2020 20:20,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1566,02/12/2020 08:13,POS,POS,POS,POS,POS,POS,POS,POS
1567,02/12/2020 08:55,POS,POS,POS,POS,POS,POS,POS,POS
1568,03/12/2020 01:41,POS,NEU,NEG,NEU,NEG,POS,NEG,NEU
1569,03/12/2020 12:34,NEG,NEG,NEG,NEU,NEG,NEG,NEG,POS
1570,03/12/2020 12:48,NEG,NEU,NEU,NEU,NEG,NEG,NEG,NEU
1571,04/12/2020 07:29,NEG,NEG,NEU,NEU,POS,POS,POS,NEU
1572,04/12/2020 09:37,NEG,NEG,NEG,POS,POS,POS,NEG,NEG
1573,04/12/2020 14:30,NEG,NEG,NEG,NEG,POS,NEG,NEG,NEG
1574,04/12/2020 14:58,POS,POS,NEU,POS,NEG,POS,POS,POS
1575,04/12/2020 21:05,NEG,NEG,NEG,NEU,NEG,NEG,NEG,POS
1576,05/12/2020 09:52,NEG,NEG,NEU,POS,NEG,POS,NEG,NEU
1577,05/12/2020 10:10,NEG,NEG,NEG,NEG,NEG,NEG,NEG,POS
1578,06/12/2020 08:04,POS,NEU,POS,POS,POS,POS,POS,NEU
1579,06/12/2020 13:17,POS,POS,NEU,NEG,NEG,NEG,NEG,NEG
1580,07/12/2020 20:54,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1581,08/12/2020 07:05,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEG
1582,08/12/2020 11:15,POS,POS,POS,POS,POS,POS,POS,NEG
1583,08/12/2020 18:44,POS,POS,POS,POS,POS,POS,POS,POS
1584,08/12/2020 18:50,POS,POS,POS,POS,POS,POS,POS,POS
1585,09/12/2020 08:17,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1586,09/12/2020 09:38,POS,POS,POS,POS,POS,POS,POS,POS
1587,10/12/2020 05:27,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1588,10/12/2020 13:52,POS,NEU,POS,POS,POS,NEG,POS,NEU
1589,10/12/2020 15:42,POS,POS,POS,POS,POS,POS,POS,POS
1590,11/12/2020 15:13,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1591,11/12/2020 18:18,POS,POS,NEU,NEU,NEG,NEG,POS,NEG
1592,13/12/2020 06:49,POS,POS,POS,POS,POS,POS,POS,POS
1593,15/12/2020 07:37,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEU
1594,15/12/2020 23:01,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1595,16/12/2020 10:24,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1596,16/12/2020 11:30,POS,POS,POS,POS,POS,POS,POS,POS
1597,16/12/2020 14:37,NEG,NEG,NEG,NEG,NEG,POS,NEG,NEG
1598,16/12/2020 19:58,NEG,NEG,POS,POS,NEG,POS,POS,POS
1599,17/12/2020 22:52,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1600,18/12/2020 20:31,POS,POS,POS,POS,POS,POS,POS,POS
1601,18/12/2020 21:39,NEG,NEG,NEU,POS,POS,NEG,NEG,POS
1602,19/12/2020 09:53,POS,POS,NEU,POS,POS,POS,POS,POS
1603,19/12/2020 17:36,NEG,NEG,NEG,POS,NEG,NEG,POS,NEG
1604,19/12/2020 21:29,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1605,19/12/2020 22:00,POS,POS,NEU,POS,NEG,POS,NEG,NEU
1606,20/12/2020 09:44,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1607,20/12/2020 16:26,NEG,NEG,NEU,POS,NEG,NEG,POS,POS
1608,20/12/2020 17:48,POS,POS,NEG,NEG,NEG,NEG,NEG,NEG
1609,20/12/2020 19:13,NEG,NEG,NEU,POS,NEG,POS,POS,NEU
1610,20/12/2020 19:42,POS,POS,POS,NEU,NEG,POS,POS,NEU
1611,20/12/2020 20:29,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1612,21/12/2020 07:55,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1613,21/12/2020 14:20,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1614,21/12/2020 17:06,NEG,NEU,NEU,POS,NEG,NEG,NEG,NEU
1615,21/12/2020 19:24,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1616,22/12/2020 08:22,POS,POS,POS,POS,POS,POS,POS,POS
1617,22/12/2020 12:21,NEG,NEG,NEU,NEU,NEG,POS,NEG,NEG
1618,22/12/2020 21:33,NEG,NEG,NEG,POS,NEG,NEG,POS,POS
1619,22/12/2020 21:39,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1620,22/12/2020 22:39,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEG
1621,23/12/2020 15:16,POS,POS,NEU,POS,NEG,POS,NEG,NEU
1622,23/12/2020 15:22,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1623,23/12/2020 15:52,POS,POS,NEU,POS,NEG,NEG,POS,NEU
1624,23/12/2020 20:24,NEG,NEG,NEG,NEU,NEG,NEG,NEG,NEU
1625,23/12/2020 23:43,NEG,NEG,NEG,NEG,NEG,NEG,NEG,NEG
1626,24/12/2020 07:22,NEG,NEG,NEG,POS,NEG,NEG,NEG,NEU
1627,24/12/2020 09:49,POS,NEU,POS,POS,NEG,NEG,POS,NEG
1628,24/12/2020 10:31,POS,POS,POS,POS,POS,POS,POS,POS
1629,24/12/2020 20:38,POS,POS,POS,POS,POS,POS,POS,NEU
1630,24/12/2020 23:09,POS,POS,POS,POS,POS,POS,POS,POS
1631,25/12/2020 11:31,POS,POS,POS,POS,POS,NEG,POS,POS
1632,26/12/2020 01:33,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEU
1633,26/12/2020 08:04,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEU
1634,26/12/2020 10:13,POS,POS,NEU,POS,NEG,NEG,NEG,POS
1635,26/12/2020 19:49,POS,POS,POS,POS,POS,POS,POS,POS
1636,27/12/2020 10:25,POS,POS,POS,POS,POS,POS,POS,NEU
1637,27/12/2020 10:48,POS,POS,POS,NEG,NEG,NEG,NEG,NEU
1638,27/12/2020 22:18,NEG,NEG,NEU,NEU,NEG,NEG,NEG,NEG
1639,28/12/2020 11:32,POS,POS,POS,POS,POS,POS,POS,NEU
1640,28/12/2020 11:44,POS,NEU,NEU,NEU,NEG,NEG,POS,NEU
1641,29/12/2020 00:08,NEG,NEU,NEG,NEU,NEG,NEG,NEG,NEU
1642,29/12/2020 11:00,NEG,NEG,NEU,POS,NEG,NEG,NEG,NEU
